refID,pos,ref,fA,fC,fG,fU,rA,rC,rG,rU,f_total,r_total,edited,unedited,rsedited,rsunedited,total,rstotal,editp,rseditp,binomial,bBH,refID_1,ref_1,fA_1,fC_1,fG_1,fU_1,rA_1,rC_1,rG_1,rU_1,f_total_1,r_total_1,edited_1,unedited_1,rsedited_1,rsunedited_1,total_1,rstotal_1,editp_1,rseditp_1,binomial_1,bBH_1,refID_2,ref_2,fA_2,fC_2,fG_2,fU_2,rA_2,rC_2,rG_2,rU_2,f_total_2,r_total_2,edited_2,unedited_2,rsedited_2,rsunedited_2,total_2,rstotal_2,editp_2,rseditp_2,binomial_2,bBH_2,refID_3,ref_3,fA_3,fC_3,fG_3,fU_3,rA_3,rC_3,rG_3,rU_3,f_total_3,r_total_3,edited_3,unedited_3,rsedited_3,rsunedited_3,total_3,rstotal_3,editp_3,rseditp_3,binomial_3,bBH_3
Phylloglossum_drummondii_cp_1kb,28541,G,0,0,27,0,0,162,0,23430,27,23592,23430,162,0,27,23592,27,0.9931332655137335,0.0,0.0,0.0,Phylloglossum_drummondii_cp_1kb,G,0,0,22,0,0,118,0,26365,22,26483,26365,118,0,22,26483,22,0.9955443114450779,0.0,0.0,0.0,Phylloglossum_drummondii_cp_1kb,G,0,0,29,0,0,260,0,18045,29,18305,18045,260,0,29,18305,29,0.9857962305381044,0.0,0.0,0.0,Phylloglossum_drummondii_cp_1kb,G,0,0,11,0,0,48,0,2941,11,2989,2941,48,0,11,2989,11,0.9839411174305788,0.0,0.0,0.0
Phylloglossum_drummondii_cp_1kb,29796,G,0,0,29,0,0,754,0,820,29,1574,820,754,0,29,1574,29,0.5209656925031766,0.0,0.0,0.0,Phylloglossum_drummondii_cp_1kb,G,0,0,30,0,0,1036,0,1856,30,2892,1856,1036,0,30,2892,30,0.6417704011065007,0.0,0.0,0.0,Phylloglossum_drummondii_cp_1kb,G,0,0,112,0,0,907,0,547,112,1454,547,907,0,112,1454,112,0.37620357634112794,0.0,4.4213701e-316,4.808448534e-314,Phylloglossum_drummondii_cp_1kb,G,0,0,10,0,0,140,0,23,10,163,23,140,0,10,163,10,0.1411042944785276,0.0,7.474994925882141e-6,0.0005825216305995068
Phylloglossum_drummondii_cp_1kb,30676,G,0,0,74,0,0,151,0,127,74,278,127,151,0,74,278,74,0.4568345323741007,0.0,2.240141170520144e-87,9.774157982562239e-86,Phylloglossum_drummondii_cp_1kb,G,0,0,83,0,0,384,0,439,83,823,439,384,0,83,823,83,0.5334143377885784,0.0,0.0,0.0,Phylloglossum_drummondii_cp_1kb,G,0,0,279,0,0,334,0,175,279,509,175,334,0,279,509,279,0.343811394891945,0.0,5.6505944211960326e-95,5.615521766167919e-93,Phylloglossum_drummondii_cp_1kb,G,0,0,40,0,0,94,0,23,40,117,23,94,0,40,117,40,0.19658119658119658,0.0,1.7025513191816222e-8,1.3367259664421103e-6
Phylloglossum_drummondii_cp_1kb,33506,C,0,4381,0,1141,0,0,196,0,5522,196,1141,4381,0,196,5522,196,0.20662803332126042,0.0,0.0,0.0,Phylloglossum_drummondii_cp_1kb,C,0,4661,0,1548,0,0,349,0,6209,349,1548,4661,0,349,6209,349,0.2493155097439201,0.0,0.0,0.0,Phylloglossum_drummondii_cp_1kb,C,0,5062,0,1510,0,0,370,0,6572,370,1510,5062,0,370,6572,370,0.22976262933657943,0.0,0.0,0.0,Phylloglossum_drummondii_cp_1kb,C,0,520,0,91,0,0,117,0,611,117,91,520,0,117,611,117,0.14893617021276595,0.0,3.218109602222347e-20,2.6147764182708163e-18
Phylloglossum_drummondii_cp_1kb,33571,G,0,0,8211,0,0,136,0,257,8211,393,257,136,0,8211,393,8211,0.6539440203562341,0.0,2.1190455642176176e-229,1.0078354779831848e-227,Phylloglossum_drummondii_cp_1kb,G,0,0,8357,0,0,155,0,513,8357,668,513,155,0,8357,668,8357,0.7679640718562875,0.0,0.0,0.0,Phylloglossum_drummondii_cp_1kb,G,0,0,9062,0,0,253,0,490,9062,743,490,253,0,9062,743,9062,0.6594885598923284,0.0,0.0,0.0,Phylloglossum_drummondii_cp_1kb,G,0,0,790,0,0,126,0,145,790,271,145,126,0,790,271,790,0.5350553505535055,0.0,3.4653726108176846e-112,3.2870862461796886e-110
Phylloglossum_drummondii_cp_1kb,34576,C,0,1436,0,5671,0,0,424,0,7107,424,5671,1436,0,424,7107,424,0.7979456873504995,0.0,0.0,0.0,Phylloglossum_drummondii_cp_1kb,C,0,1266,0,5898,0,0,446,0,7164,446,5898,1266,0,446,7164,446,0.8232830820770519,0.0,0.0,0.0,Phylloglossum_drummondii_cp_1kb,C,0,1912,0,5912,0,0,488,0,7824,488,5912,1912,0,488,7824,488,0.7556237218813906,0.0,0.0,0.0,Phylloglossum_drummondii_cp_1kb,C,0,341,0,382,0,0,136,0,723,136,382,341,0,136,723,136,0.5283540802213001,0.0,1.1055774015345385e-289,1.176457820729367e-287
Phylloglossum_drummondii_cp_1kb,34944,C,0,981,0,5646,0,0,47,0,6627,47,5646,981,0,47,6627,47,0.8519692168401992,0.0,0.0,0.0,Phylloglossum_drummondii_cp_1kb,C,0,661,0,5238,0,0,100,0,5899,100,5238,661,0,100,5899,100,0.8879471096796067,0.0,0.0,0.0,Phylloglossum_drummondii_cp_1kb,C,0,980,0,5430,0,0,73,0,6410,73,5430,980,0,73,6410,73,0.8471138845553822,0.0,0.0,0.0,Phylloglossum_drummondii_cp_1kb,C,0,258,0,252,0,0,51,0,510,51,252,258,0,51,510,51,0.49411764705882355,0.0,2.985520521061496e-182,2.9802603182386735e-180
Phylloglossum_drummondii_cp_1kb,41982,C,0,605,0,2361,0,0,13,0,2966,13,2361,605,0,13,2966,13,0.7960215778826703,0.0,0.0,0.0,Phylloglossum_drummondii_cp_1kb,C,0,810,0,3062,0,0,19,0,3872,19,3062,810,0,19,3872,19,0.7908057851239669,0.0,0.0,0.0,Phylloglossum_drummondii_cp_1kb,C,0,1043,0,2487,0,0,100,0,3530,100,2487,1043,0,100,3530,100,0.7045325779036827,0.0,0.0,0.0,Phylloglossum_drummondii_cp_1kb,C,0,218,0,373,0,0,13,0,591,13,373,218,0,13,591,13,0.6311336717428088,0.0,2.5e-323,2.66e-321
Phylloglossum_drummondii_cp_1kb,42835,C,0,9322,0,2334,0,0,36,0,11656,36,2334,9322,0,36,11656,36,0.20024021962937544,0.0,0.0,0.0,Phylloglossum_drummondii_cp_1kb,C,0,10001,0,2895,0,0,32,0,12896,32,2895,10001,0,32,12896,32,0.22448821339950373,0.0,0.0,0.0,Phylloglossum_drummondii_cp_1kb,C,0,11988,0,4265,0,0,21,0,16253,21,4265,11988,0,21,16253,21,0.2624130929674522,0.0,0.0,0.0,Phylloglossum_drummondii_cp_1kb,C,0,1357,0,378,0,0,18,0,1735,18,378,1357,0,18,1735,18,0.21786743515850143,0.0,2.6270185485670416e-129,2.526155496954628e-127
Phylloglossum_drummondii_cp_1kb,43357,C,0,6117,0,143952,0,0,20,0,150069,20,143952,6117,0,20,150069,20,0.9592387501749196,0.0,0.0,0.0,Phylloglossum_drummondii_cp_1kb,C,0,5142,0,143867,0,0,19,0,149009,19,143867,5142,0,19,149009,19,0.9654920172607023,0.0,0.0,0.0,Phylloglossum_drummondii_cp_1kb,C,0,6499,0,125016,0,0,28,0,131515,28,125016,6499,0,28,131515,28,0.9505835836216401,0.0,0.0,0.0,Phylloglossum_drummondii_cp_1kb,C,0,13372,0,63458,0,0,28,0,76830,28,63458,13372,0,28,76830,28,0.8259534036183782,0.0,0.0,0.0
Phylloglossum_drummondii_cp_1kb,43723,C,0,4478,0,130381,0,0,5,0,134859,5,130381,4478,0,5,134859,5,0.9667949487983746,0.0,0.0,0.0,Phylloglossum_drummondii_cp_1kb,C,0,3354,0,135118,0,0,8,0,138472,8,135118,3354,0,8,138472,8,0.9757784967358022,0.0,0.0,0.0,Phylloglossum_drummondii_cp_1kb,C,0,5485,0,109939,0,0,5,0,115424,5,109939,5485,0,5,115424,5,0.9524795536456889,0.0,0.0,0.0,Phylloglossum_drummondii_cp_1kb,C,0,5778,0,53168,0,0,5,0,58946,5,53168,5778,0,5,58946,5,0.9019780816340379,0.0,0.0,0.0
Phylloglossum_drummondii_cp_1kb,43732,C,0,970,0,126938,0,0,6,0,127908,6,126938,970,0,6,127908,6,0.9924164243049692,0.0,0.0,0.0,Phylloglossum_drummondii_cp_1kb,C,0,790,0,130406,0,0,8,0,131196,8,130406,790,0,8,131196,8,0.9939784749535047,0.0,0.0,0.0,Phylloglossum_drummondii_cp_1kb,C,0,933,0,107909,0,0,5,0,108842,5,107909,933,0,5,108842,5,0.9914279414196725,0.0,0.0,0.0,Phylloglossum_drummondii_cp_1kb,C,0,1748,0,53770,0,0,4,0,55518,4,53770,1748,0,4,55518,4,0.9685147159479809,0.0,0.0,0.0
Phylloglossum_drummondii_cp_1kb,43738,C,0,3366,0,126433,0,0,7,0,129799,7,126433,3366,0,7,129799,7,0.9740675968227799,0.0,0.0,0.0,Phylloglossum_drummondii_cp_1kb,C,0,2769,0,131229,0,0,8,0,133998,8,131229,2769,0,8,133998,8,0.9793355124703353,0.0,0.0,0.0,Phylloglossum_drummondii_cp_1kb,C,0,4304,0,106271,0,0,7,0,110575,7,106271,4304,0,7,110575,7,0.961076192629437,0.0,0.0,0.0,Phylloglossum_drummondii_cp_1kb,C,0,3764,0,53209,0,0,7,0,56973,7,53209,3764,0,7,56973,7,0.9339336176785495,0.0,0.0,0.0
Phylloglossum_drummondii_cp_1kb,43816,C,0,1311,0,96380,0,0,8,0,97691,8,96380,1311,0,8,97691,8,0.9865801353246461,0.0,0.0,0.0,Phylloglossum_drummondii_cp_1kb,C,0,1164,0,103691,0,0,4,0,104855,4,103691,1164,0,4,104855,4,0.9888989557007296,0.0,0.0,0.0,Phylloglossum_drummondii_cp_1kb,C,0,1654,0,82788,0,0,7,0,84442,7,82788,1654,0,7,84442,7,0.9804125908907889,0.0,0.0,0.0,Phylloglossum_drummondii_cp_1kb,C,0,1209,0,43379,0,0,9,0,44588,9,43379,1209,0,9,44588,9,0.9728850811877635,0.0,0.0,0.0
Phylloglossum_drummondii_cp_1kb,43831,C,0,273,0,96857,0,0,7,0,97130,7,96857,273,0,7,97130,7,0.9971893338824256,0.0,0.0,0.0,Phylloglossum_drummondii_cp_1kb,C,0,257,0,104603,0,0,4,0,104860,4,104603,257,0,4,104860,4,0.9975491131031852,0.0,0.0,0.0,Phylloglossum_drummondii_cp_1kb,C,0,240,0,81975,0,0,7,0,82215,7,81975,240,0,7,82215,7,0.9970808246670315,0.0,0.0,0.0,Phylloglossum_drummondii_cp_1kb,C,0,233,0,45325,0,0,9,0,45558,9,45325,233,0,9,45558,9,0.9948856402827165,0.0,0.0,0.0
Phylloglossum_drummondii_cp_1kb,43987,C,0,718,0,121917,0,0,6,0,122635,6,121917,718,0,6,122635,6,0.9941452277082399,0.0,0.0,0.0,Phylloglossum_drummondii_cp_1kb,C,0,869,0,149108,0,0,7,0,149977,7,149108,869,0,7,149977,7,0.994205778219327,0.0,0.0,0.0,Phylloglossum_drummondii_cp_1kb,C,0,105,0,15359,0,0,3,0,15464,3,15359,105,0,3,15464,3,0.9932100362131402,0.0,0.0,0.0,Phylloglossum_drummondii_cp_1kb,C,0,1846,0,62550,0,0,6,0,64396,6,62550,1846,0,6,64396,6,0.9713336232064104,0.0,0.0,0.0
Phylloglossum_drummondii_cp_1kb,44230,C,0,505,0,119849,0,0,7,0,120354,7,119849,505,0,7,120354,7,0.9958040447346993,0.0,0.0,0.0,Phylloglossum_drummondii_cp_1kb,C,0,481,0,127499,0,0,8,0,127980,8,127499,481,0,8,127980,8,0.996241600250039,0.0,0.0,0.0,Phylloglossum_drummondii_cp_1kb,C,0,543,0,104998,0,0,10,0,105541,10,104998,543,0,10,105541,10,0.994855080016297,0.0,0.0,0.0,Phylloglossum_drummondii_cp_1kb,C,0,1664,0,59515,0,0,5,0,61179,5,59515,1664,0,5,61179,5,0.972801124568888,0.0,0.0,0.0
Phylloglossum_drummondii_cp_1kb,44888,C,0,356,0,89788,0,0,6,0,90144,6,89788,356,0,6,90144,6,0.9960507632232872,0.0,0.0,0.0,Phylloglossum_drummondii_cp_1kb,C,0,331,0,93328,0,0,3,0,93659,3,93328,331,0,3,93659,3,0.9964659029030846,0.0,0.0,0.0,Phylloglossum_drummondii_cp_1kb,C,0,352,0,89152,0,0,9,0,89504,9,89152,352,0,9,89504,9,0.9960672148730783,0.0,0.0,0.0,Phylloglossum_drummondii_cp_1kb,C,0,529,0,53301,0,0,2,0,53830,2,53301,529,0,2,53830,2,0.9901727661155489,0.0,0.0,0.0
Phylloglossum_drummondii_cp_1kb,45209,C,0,3019,0,126989,0,0,16,0,130008,16,126989,3019,0,16,130008,16,0.9767783521014092,0.0,0.0,0.0,Phylloglossum_drummondii_cp_1kb,C,0,2342,0,130616,0,0,15,0,132958,15,130616,2342,0,15,132958,15,0.9823854149430647,0.0,0.0,0.0,Phylloglossum_drummondii_cp_1kb,C,0,6068,0,111707,0,0,25,0,117775,25,111707,6068,0,25,117775,25,0.9484780301422203,0.0,0.0,0.0,Phylloglossum_drummondii_cp_1kb,C,0,2956,0,63291,0,0,10,0,66247,10,63291,2956,0,10,66247,10,0.9553791115069362,0.0,0.0,0.0
Phylloglossum_drummondii_cp_1kb,46350,C,0,56594,0,3383,0,0,920,0,59977,920,3383,56594,0,920,59977,920,0.056404955232839254,0.0,8.774650147023457e-13,3.1188856827188693e-11,Phylloglossum_drummondii_cp_1kb,C,0,67637,0,4857,0,0,739,0,72494,739,4857,67637,0,739,72494,739,0.06699864816398599,0.0,2.534768664285734e-89,2.520667391511721e-87,Phylloglossum_drummondii_cp_1kb,C,0,44012,0,2540,0,0,732,0,46552,732,2540,44012,0,732,46552,732,0.0545626396288022,0.0,4.3542353884121084e-6,0.00036268515576311266,Phylloglossum_drummondii_cp_1kb,C,0,20710,0,2036,0,0,327,0,22746,327,2036,20710,0,327,22746,327,0.08951024355930713,0.0,2.8742123167593283e-135,2.7765950597339077e-133
Phylloglossum_drummondii_cp_1kb,46472,C,0,2873,0,62822,0,0,252,0,65695,252,62822,2873,0,252,65695,252,0.9562676002739935,0.0,0.0,0.0,Phylloglossum_drummondii_cp_1kb,C,0,2719,0,67071,0,0,202,0,69790,202,67071,2719,0,202,69790,202,0.9610402636480871,0.0,0.0,0.0,Phylloglossum_drummondii_cp_1kb,C,0,2644,0,40699,0,0,391,0,43343,391,40699,2644,0,391,43343,391,0.9389982234732253,0.0,0.0,0.0,Phylloglossum_drummondii_cp_1kb,C,0,3343,0,19155,0,0,212,0,22498,212,19155,3343,0,212,22498,212,0.8514090141345897,0.0,0.0,0.0
Phylloglossum_drummondii_cp_1kb,46483,C,0,1958,0,60752,0,0,263,0,62710,263,60752,1958,0,263,62710,263,0.9687769095837985,0.0,0.0,0.0,Phylloglossum_drummondii_cp_1kb,C,0,1485,0,64593,0,0,203,0,66078,203,64593,1485,0,203,66078,203,0.9775265595205666,0.0,0.0,0.0,Phylloglossum_drummondii_cp_1kb,C,0,2199,0,38346,0,0,388,0,40545,388,38346,2199,0,388,40545,388,0.945763965963744,0.0,0.0,0.0,Phylloglossum_drummondii_cp_1kb,C,0,8905,0,13030,0,0,229,0,21935,229,13030,8905,0,229,21935,229,0.5940278094369729,0.0,0.0,0.0
Phylloglossum_drummondii_cp_1kb,46595,C,0,3258,0,37069,0,0,345,0,40327,345,37069,3258,0,345,40327,345,0.919210454534183,0.0,0.0,0.0,Phylloglossum_drummondii_cp_1kb,C,0,2617,0,37412,0,0,302,0,40029,302,37412,2617,0,302,40029,302,0.9346223987608984,0.0,0.0,0.0,Phylloglossum_drummondii_cp_1kb,C,0,987,0,6913,0,0,651,0,7900,651,6913,987,0,651,7900,651,0.8750632911392405,0.0,0.0,0.0,Phylloglossum_drummondii_cp_1kb,C,0,4691,0,9207,0,0,350,0,13898,350,9207,4691,0,350,13898,350,0.6624694200604404,0.0,0.0,0.0
Phylloglossum_drummondii_cp_1kb,47548,G,0,0,419,0,0,575,0,5923,419,6498,5923,575,0,419,6498,419,0.9115112342259156,0.0,0.0,0.0,Phylloglossum_drummondii_cp_1kb,G,0,0,435,0,0,527,0,5876,435,6403,5876,527,0,435,6403,435,0.9176948305481806,0.0,0.0,0.0,Phylloglossum_drummondii_cp_1kb,G,0,0,351,0,0,777,0,6902,351,7679,6902,777,0,351,7679,351,0.8988149498632635,0.0,0.0,0.0,Phylloglossum_drummondii_cp_1kb,G,0,0,102,0,0,827,0,5296,102,6123,5296,827,0,102,6123,102,0.8649354891393108,0.0,0.0,0.0
Phylloglossum_drummondii_cp_1kb,47595,G,0,0,296,0,0,1815,0,2249,296,4064,2249,1815,0,296,4064,296,0.5533956692913385,0.0,0.0,0.0,Phylloglossum_drummondii_cp_1kb,G,0,0,310,0,0,1647,0,2117,310,3764,2117,1647,0,310,3764,310,0.5624335812964931,0.0,0.0,0.0,Phylloglossum_drummondii_cp_1kb,G,0,0,265,0,0,2728,0,1907,265,4635,1907,2728,0,265,4635,265,0.41143473570658035,0.0,0.0,0.0,Phylloglossum_drummondii_cp_1kb,G,0,0,78,0,0,3650,0,650,78,4300,650,3650,0,78,4300,78,0.1511627906976744,0.0,3.590036685240204e-136,3.484163844106037e-134
Phylloglossum_drummondii_cp_1kb,48123,G,0,0,114,0,0,59,0,10252,114,10311,10252,59,0,114,10311,114,0.9942779555814178,0.0,0.0,0.0,Phylloglossum_drummondii_cp_1kb,G,0,0,131,0,0,39,0,10738,131,10777,10738,39,0,131,10777,131,0.9963811821471653,0.0,0.0,0.0,Phylloglossum_drummondii_cp_1kb,G,0,0,131,0,0,75,0,11103,131,11178,11103,75,0,131,11178,131,0.9932903918411164,0.0,0.0,0.0,Phylloglossum_drummondii_cp_1kb,G,0,0,21,0,0,28,0,9712,21,9740,9712,28,0,21,9740,21,0.9971252566735113,0.0,0.0,0.0
Phylloglossum_drummondii_cp_1kb,48629,G,0,0,97,0,0,123,0,11882,97,12005,11882,123,0,97,12005,97,0.9897542690545607,0.0,0.0,0.0,Phylloglossum_drummondii_cp_1kb,G,0,0,100,0,0,102,0,11610,100,11712,11610,102,0,100,11712,100,0.9912909836065574,0.0,0.0,0.0,Phylloglossum_drummondii_cp_1kb,G,0,0,45,0,0,111,0,11778,45,11889,11778,111,0,45,11889,45,0.9906636386575827,0.0,0.0,0.0,Phylloglossum_drummondii_cp_1kb,G,0,0,20,0,0,1645,0,8784,20,10429,8784,1645,0,20,10429,20,0.8422667561607057,0.0,0.0,0.0
Phylloglossum_drummondii_cp_1kb,49653,G,0,0,111,0,0,126,0,10108,111,10234,10108,126,0,111,10234,111,0.987688098495212,0.0,0.0,0.0,Phylloglossum_drummondii_cp_1kb,G,0,0,77,0,0,75,0,10036,77,10111,10036,75,0,77,10111,77,0.9925823360696271,0.0,0.0,0.0,Phylloglossum_drummondii_cp_1kb,G,0,0,116,0,0,105,0,9985,116,10090,9985,105,0,116,10090,116,0.9895936570862239,0.0,0.0,0.0,Phylloglossum_drummondii_cp_1kb,G,0,0,13,0,0,116,0,9136,13,9252,9136,116,0,13,9252,13,0.9874621703415478,0.0,0.0,0.0
Phylloglossum_drummondii_cp_1kb,51464,G,0,0,36,0,0,461,0,14290,36,14751,14290,461,0,36,14751,36,0.9687478814995594,0.0,0.0,0.0,Phylloglossum_drummondii_cp_1kb,G,0,0,31,0,0,527,0,14630,31,15157,14630,527,0,31,15157,31,0.965230586527677,0.0,0.0,0.0,Phylloglossum_drummondii_cp_1kb,G,0,0,48,0,0,452,0,14658,48,15110,14658,452,0,48,15110,48,0.970086035737922,0.0,0.0,0.0,Phylloglossum_drummondii_cp_1kb,G,0,0,4,0,0,287,0,14902,4,15189,14902,287,0,4,15189,4,0.9811047468562776,0.0,0.0,0.0
Phylloglossum_drummondii_cp_1kb,51990,G,0,0,36,0,0,220,0,13970,36,14190,13970,220,0,36,14190,36,0.9844961240310077,0.0,0.0,0.0,Phylloglossum_drummondii_cp_1kb,G,0,0,28,0,0,192,0,14141,28,14333,14141,192,0,28,14333,28,0.9866043396358055,0.0,0.0,0.0,Phylloglossum_drummondii_cp_1kb,G,0,0,23,0,0,200,0,13696,23,13896,13696,200,0,23,13896,23,0.9856073690270581,0.0,0.0,0.0,Phylloglossum_drummondii_cp_1kb,G,0,0,11,0,0,247,0,14656,11,14903,14656,247,0,11,14903,11,0.9834261558075555,0.0,0.0,0.0
Phylloglossum_drummondii_cp_1kb,52653,G,0,0,311,0,0,4737,0,3842,311,8579,3842,4737,0,311,8579,311,0.44783774332672804,0.0,0.0,0.0,Phylloglossum_drummondii_cp_1kb,G,0,0,288,0,0,4626,0,5322,288,9948,5322,4626,0,288,9948,288,0.5349819059107358,0.0,0.0,0.0,Phylloglossum_drummondii_cp_1kb,G,0,0,365,0,0,10629,0,946,365,11575,946,10629,0,365,11575,365,0.08172786177105831,0.0,2.773254247231685e-47,2.594973617052505e-45,Phylloglossum_drummondii_cp_1kb,G,0,0,128,0,0,804,0,171,128,975,171,804,0,128,975,128,0.1753846153846154,0.0,7.470307982677113e-46,6.444447170405775e-44
Phylloglossum_drummondii_cp_1kb,53916,G,0,0,58,0,0,1297,0,7922,58,9219,7922,1297,0,58,9219,58,0.8593122898362078,0.0,0.0,0.0,Phylloglossum_drummondii_cp_1kb,G,0,0,43,0,0,1251,0,8799,43,10050,8799,1251,0,43,10050,43,0.8755223880597015,0.0,0.0,0.0,Phylloglossum_drummondii_cp_1kb,G,0,0,62,0,0,1479,0,9017,62,10496,9017,1479,0,62,10496,62,0.8590891768292683,0.0,0.0,0.0,Phylloglossum_drummondii_cp_1kb,G,0,0,17,0,0,888,0,267,17,1155,267,888,0,17,1155,17,0.23116883116883116,0.0,3.839284693716639e-98,3.545503305479379e-96
Phylloglossum_drummondii_cp_1kb,54770,G,0,0,76,0,0,626,0,6454,76,7080,6454,626,0,76,7080,76,0.9115819209039548,0.0,0.0,0.0,Phylloglossum_drummondii_cp_1kb,G,0,0,76,0,0,538,0,7261,76,7799,7261,538,0,76,7799,76,0.9310167970252596,0.0,0.0,0.0,Phylloglossum_drummondii_cp_1kb,G,0,0,73,0,0,543,0,8253,73,8796,8253,543,0,73,8796,73,0.9382673942701227,0.0,0.0,0.0,Phylloglossum_drummondii_cp_1kb,G,0,0,36,0,0,115,0,880,36,995,880,115,0,36,995,36,0.8844221105527639,0.0,0.0,0.0
Phylloglossum_drummondii_cp_1kb,54773,G,0,0,78,0,0,1701,0,5336,78,7037,5336,1701,0,78,7037,78,0.7582776751456587,0.0,0.0,0.0,Phylloglossum_drummondii_cp_1kb,G,0,0,77,0,0,1421,0,6304,77,7725,6304,1421,0,77,7725,77,0.8160517799352751,0.0,0.0,0.0,Phylloglossum_drummondii_cp_1kb,G,0,0,71,0,0,2416,0,6311,71,8727,6311,2416,0,71,8727,71,0.7231580153546465,0.0,0.0,0.0,Phylloglossum_drummondii_cp_1kb,G,0,0,36,0,0,443,0,551,36,994,551,443,0,36,994,36,0.5543259557344065,0.0,0.0,0.0
Phylloglossum_drummondii_cp_1kb,54860,G,0,0,32,0,0,4843,0,378,32,5221,378,4843,0,32,5221,32,0.07239992338632446,0.0,1.6792956061966232e-12,5.961895462282493e-11,Phylloglossum_drummondii_cp_1kb,G,0,0,34,0,0,6754,0,590,34,7344,590,6754,0,34,7344,34,0.08033769063180828,0.0,2.0910407572563614e-28,1.9403393166935862e-26,Phylloglossum_drummondii_cp_1kb,G,0,0,47,0,0,7314,0,675,47,7989,675,7314,0,47,7989,47,0.08449117536612842,0.0,1.7697018387103694e-38,1.6294826514898674e-36,Phylloglossum_drummondii_cp_1kb,G,0,0,26,0,0,735,0,83,26,818,83,735,0,26,818,26,0.10146699266503667,0.0,1.5746186595859873e-9,1.245612489090606e-7
Phylloglossum_drummondii_cp_1kb,56245,G,0,0,551,0,0,105,0,1160,551,1265,1160,105,0,551,1265,551,0.9169960474308301,0.0,0.0,0.0,Phylloglossum_drummondii_cp_1kb,G,0,0,543,0,0,91,0,1342,543,1433,1342,91,0,543,1433,543,0.9364968597348221,0.0,0.0,0.0,Phylloglossum_drummondii_cp_1kb,G,0,0,424,0,0,77,0,1132,424,1209,1132,77,0,424,1209,424,0.9363110008271298,0.0,0.0,0.0,Phylloglossum_drummondii_cp_1kb,G,0,0,63,0,0,22,0,141,63,163,141,22,0,63,163,63,0.8650306748466258,0.0,1.0993431562918165e-157,1.0870533294974221e-155
Phylloglossum_drummondii_cp_1kb,56260,G,0,0,489,0,0,59,0,1250,489,1309,1250,59,0,489,1309,489,0.9549274255156608,0.0,0.0,0.0,Phylloglossum_drummondii_cp_1kb,G,0,0,491,0,0,59,0,1434,491,1493,1434,59,0,491,1493,491,0.9604822505023443,0.0,0.0,0.0,Phylloglossum_drummondii_cp_1kb,G,0,0,376,0,0,48,0,1214,376,1262,1214,48,0,376,1262,376,0.9619651347068146,0.0,0.0,0.0,Phylloglossum_drummondii_cp_1kb,G,0,0,52,0,0,40,0,127,52,167,127,40,0,52,167,52,0.7604790419161677,0.0,4.69758994050797e-128,4.4966017316378346e-126
Phylloglossum_drummondii_cp_1kb,59381,G,0,0,53,0,0,2566,0,2945,53,5511,2945,2566,0,53,5511,53,0.534385773906732,0.0,0.0,0.0,Phylloglossum_drummondii_cp_1kb,G,0,0,48,0,0,2596,0,4628,48,7224,4628,2596,0,48,7224,48,0.6406423034330011,0.0,0.0,0.0,Phylloglossum_drummondii_cp_1kb,G,0,0,7,0,0,64,0,372,7,436,372,64,0,7,436,7,0.8532110091743119,0.0,0.0,0.0,Phylloglossum_drummondii_cp_1kb,G,0,0,27,0,0,974,0,648,27,1622,648,974,0,27,1622,27,0.3995067817509248,0.0,0.0,0.0
Phylloglossum_drummondii_cp_1kb,59402,G,0,0,70,0,0,783,0,6185,70,6968,6185,783,0,70,6968,70,0.8876291618828932,0.0,0.0,0.0,Phylloglossum_drummondii_cp_1kb,G,0,0,53,0,0,828,0,7399,53,8227,7399,828,0,53,8227,53,0.899355779749605,0.0,0.0,0.0,Phylloglossum_drummondii_cp_1kb,G,0,0,16,0,0,262,0,1754,16,2016,1754,262,0,16,2016,16,0.8700396825396826,0.0,0.0,0.0,Phylloglossum_drummondii_cp_1kb,G,0,0,27,0,0,549,0,1408,27,1957,1408,549,0,27,1957,27,0.7194685743484925,0.0,0.0,0.0
Phylloglossum_drummondii_cp_1kb,59511,G,0,0,102,0,0,4271,0,6332,102,10603,6332,4271,0,102,10603,102,0.5971894746769782,0.0,0.0,0.0,Phylloglossum_drummondii_cp_1kb,G,0,0,85,0,0,3232,0,7909,85,11141,7909,3232,0,85,11141,85,0.709900368010053,0.0,0.0,0.0,Phylloglossum_drummondii_cp_1kb,G,0,0,119,0,0,6526,0,1915,119,8441,1915,6526,0,119,8441,119,0.2268688544011373,0.0,0.0,0.0,Phylloglossum_drummondii_cp_1kb,G,0,0,38,0,0,1984,0,448,38,2432,448,1984,0,38,2432,38,0.18421052631578946,0.0,8.802914554182772e-125,8.387977172696974e-123
Phylloglossum_drummondii_cp_1kb,59701,G,0,0,82,0,0,7136,0,3543,82,10679,3543,7136,0,82,10679,82,0.33177263788744266,0.0,0.0,0.0,Phylloglossum_drummondii_cp_1kb,G,0,0,64,0,0,7312,0,3823,64,11135,3823,7312,0,64,11135,64,0.34333183655141447,0.0,0.0,0.0,Phylloglossum_drummondii_cp_1kb,G,0,0,95,0,0,4103,0,5341,95,9444,5341,4103,0,95,9444,95,0.5655442609063956,0.0,0.0,0.0,Phylloglossum_drummondii_cp_1kb,G,0,0,32,0,0,2335,0,215,32,2550,215,2335,0,32,2550,32,0.08431372549019608,0.0,2.1476728862483952e-13,1.7183842257414164e-11
